ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group	mice	celltypes
GO:00197481	GO:0019748	secondary metabolic process	5/400	64/28943	0.00192134157892404	0.0372977958052986	0.0303056970696266	Cyp2d10/Cyp2d12/Cyp2d26/Cyp2d34/Cyp2d9	5	1	GF	EC (Saa1 high)
GO:00620126	GO:0062012	regulation of small molecule metabolic process	13/400	368/28943	0.00199499444497305	0.038332393264125	0.0311463418449874	Apoc2/Appl2/Bmp2/Ephx2/Hnf4a/Insr/Ogt/Ppargc1a/Prkce/Ptk2b/Sorbs1/Tcf7l2/Tff3	13	1	GF	EC (Saa1 high)
GO:00421804	GO:0042180	cellular ketone metabolic process	10/400	241/28943	0.00204432802053141	0.0390809102808187	0.0317545367656148	Apoc2/Appl2/Bmp2/Cyp4f14/Hnf4a/Kyat1/Oxct1/Ppargc1a/Prkce/Slc37a2	10	1	GF	EC (Saa1 high)
GO:00198825	GO:0019882	antigen processing and presentation	7/400	128/28943	0.002065725425194	0.0392905149054576	0.0319248474802709	Ctsl/Ctss/Ext1/H2-K1/H2-Q2/H2-T23/Relb	7	1	GF	EC (Saa1 high)
GO:1902004	GO:1902004	positive regulation of amyloid-beta formation	3/400	19/28943	0.00215355802134214	0.0402536305136105	0.0327074108793542	Efna1/Ifngr1/Slc2a13	3	1	GF	EC (Saa1 high)
GO:0042752	GO:0042752	regulation of circadian rhythm	7/400	129/28943	0.00215888362439307	0.0402536305136105	0.0327074108793542	Cipc/Hnf4a/Noct/Npas2/Per3/Ppargc1a/Zfhx3	7	1	GF	EC (Saa1 high)
GO:19908452	GO:1990845	adaptive thermogenesis	8/400	165/28943	0.00216980536225781	0.0402536305136105	0.0327074108793542	Aldh1a1/Appl2/Il15/Ip6k1/Ogt/Plcl2/Ppargc1a/Vegfa	8	1	GF	EC (Saa1 high)
GO:0043406	GO:0043406	positive regulation of MAP kinase activity	7/400	130/28943	0.00225525354172305	0.04122953804917	0.0335003681440414	Erbb2/Insr/Magi3/Pdgfa/Ptk2b/Taok3/Vegfa	7	1	GF	EC (Saa1 high)
GO:0009123	GO:0009123	nucleoside monophosphate metabolic process	5/400	67/28943	0.00235315236782922	0.0424334223421925	0.034478564091107	Ampd3/Dpyd/Entpd8/Nt5c3/Nt5e	5	1	GF	EC (Saa1 high)
GO:00480081	GO:0048008	platelet-derived growth factor receptor signaling pathway	5/400	67/28943	0.00235315236782922	0.0424334223421925	0.034478564091107	Cbl/Myo1e/Pdgfa/Txnip/Vegfa	5	1	GF	EC (Saa1 high)
GO:0060325	GO:0060325	face morphogenesis	4/400	41/28943	0.00243025867390454	0.0434831179186198	0.0353314765881509	Ankrd11/Lrp6/Specc1l/Tcf7l2	4	1	GF	EC (Saa1 high)
GO:00108763	GO:0010876	lipid localization	15/400	470/28943	0.00249583100234978	0.0434831179186198	0.0353314765881509	Abcb1a/Abcg2/Acsl3/Apoc2/Aqp8/Atp11b/Gramd1b/Lrp6/Osbpl3/Osbpl6/Plscr4/Rbp2/Slco2a1/Smim22/Zfyve1	15	1	GF	EC (Saa1 high)
GO:0061744	GO:0061744	motor behavior	3/400	20/28943	0.00250781351781362	0.0434831179186198	0.0353314765881509	Cntnap2/Ext1/Pmp22	3	1	GF	EC (Saa1 high)
GO:1901616	GO:1901616	organic hydroxy compound catabolic process	5/400	68/28943	0.00251160090649307	0.0434831179186198	0.0353314765881509	Adh1/Cyp4f14/Inpp4b/Inpp5j/Sord	5	1	GF	EC (Saa1 high)
GO:0072175	GO:0072175	epithelial tube formation	8/400	170/28943	0.00261033996104864	0.0446842740604962	0.0363074558218583	Cobl/Lrp6/Luzp1/Shroom3/Specc1l/Spint1/Spint2/Vegfa	8	1	GF	EC (Saa1 high)
GO:0001503	GO:0001503	ossification	14/400	426/28943	0.00264088444859815	0.0450025829566545	0.0365660923652052	Bmp2/Bmp3/Ext1/Lrp6/Noct/Ptk2b/Satb2/Sbds/Slc24a3/Slc26a2/Tcf7l2/Trpm4/Vdr/Vegfa	14	1	GF	EC (Saa1 high)
GO:0046031	GO:0046031	ADP metabolic process	6/400	101/28943	0.00282414224156208	0.0466478933408894	0.03790296166307	Ampd3/Insr/Nt5e/Ogt/Pfkp/Ppargc1a	6	1	GF	EC (Saa1 high)
GO:0006700	GO:0006700	C21-steroid hormone biosynthetic process	3/400	21/28943	0.00289602790668313	0.0469548040817343	0.0381523368269004	Bmp2/Hsd3b3/Ppargc1a	3	1	GF	EC (Saa1 high)
GO:0050919	GO:0050919	negative chemotaxis	4/400	43/28943	0.00289817543610075	0.0469548040817343	0.0381523368269004	Pdgfa/Sema3c/Sema4a/Sema6a	4	1	GF	EC (Saa1 high)
GO:0086065	GO:0086065	cell communication involved in cardiac conduction	4/400	43/28943	0.00289817543610075	0.0469548040817343	0.0381523368269004	Ctnna3/Cxadr/Pde4d/Trpm4	4	1	GF	EC (Saa1 high)
GO:19015682	GO:1901568	fatty acid derivative metabolic process	4/400	43/28943	0.00289817543610075	0.0469548040817343	0.0381523368269004	Acsl3/Cyp4f14/Hpgd/Oxct1	4	1	GF	EC (Saa1 high)
GO:00509002	GO:0050900	leukocyte migration	13/400	385/28943	0.00294229209023535	0.0471517957950057	0.0383123991324263	Abr/Cxadr/Dpep1/Eps8/Ext1/Mtus1/Nbl1/Pde4d/Ptk2b/Sbds/Stk10/Trpm4/Vegfa	13	1	GF	EC (Saa1 high)
GO:00192161	GO:0019216	regulation of lipid metabolic process	13/400	388/28943	0.00314245439123052	0.0494870065272838	0.0402098353620521	Acsl3/Apoc2/Appl2/Bmp2/Ephx2/Hnf4a/Hpgd/Pdgfa/Ppargc1a/Prkce/Ptk2b/Sorbs1/Tcf7l2	13	1	GF	EC (Saa1 high)
GO:0046839	GO:0046839	phospholipid dephosphorylation	4/400	44/28943	0.00315371257741585	0.0494870065272838	0.0402098353620521	Ephx2/Inpp4b/Inpp5j/Mtmr11	4	1	GF	EC (Saa1 high)
GO:00508925	GO:0050892	intestinal absorption	4/400	44/28943	0.00315371257741585	0.0494870065272838	0.0402098353620521	Abcb1a/Abcg2/Slc5a1/Vdr	4	1	GF	EC (Saa1 high)
GO:00021814	GO:0002181	cytoplasmic translation	81/445	146/28943	6.9973439272869e-109	2.75485430417285e-105	1.96146598719632e-105	Eef2/Eif3a/Eif3i/Eif5/Fau/Pabpc1/Rpl10a/Rpl11/Rpl12/Rpl13/Rpl13a/Rpl14/Rpl15/Rpl17/Rpl18/Rpl18a/Rpl19/Rpl21/Rpl22/Rpl22l1/Rpl23/Rpl23a/Rpl24/Rpl26/Rpl27/Rpl27a/Rpl28/Rpl3/Rpl30/Rpl31/Rpl32/Rpl34/Rpl35a/Rpl36/Rpl36a/Rpl37a/Rpl38/Rpl39/Rpl4/Rpl41/Rpl5/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9-ps6/Rplp0/Rplp1/Rplp2/Rps10/Rps11/Rps12/Rps13/Rps14/Rps15/Rps15a/Rps16/Rps17/Rps18/Rps19/Rps2/Rps20/Rps21/Rps23/Rps24/Rps25/Rps26/Rps27a/Rps28/Rps29/Rps3/Rps3a1/Rps4x/Rps5/Rps6/Rps7/Rps8/Rps9/Rpsa/Uba52/Ybx1	81	-1	SPF	EC (Saa1 high)
GO:0009060	GO:0009060	aerobic respiration	40/445	187/28943	6.7091423358218e-34	1.32069466880652e-30	9.40339265278603e-31	Aco2/Atp5a1/Atp5b/Atp5c1/Atp5d/Atp5o/Chchd10/Cox4i1/Cox5a/Cox7a2l/Cyc1/Cycs/Idh3b/Mdh1/Mdh2/Ndufa10/Ndufa12/Ndufa9/Ndufab1/Ndufb10/Ndufb11/Ndufb5/Ndufb6/Ndufc2/Ndufs2/Ndufs3/Ndufs8/Ndufv1/Ndufv2/Nupr1/Pdha1/Sdhb/Sdhc/Suclg1/Uqcr11/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrh/Vcp	40	-1	SPF	EC (Saa1 high)
GO:00061192	GO:0006119	oxidative phosphorylation	34/445	140/28943	5.71604071461013e-31	4.50081045868402e-28	3.20459293115932e-28	Atp5a1/Atp5b/Atp5c1/Atp5d/Atp5o/Chchd10/Cox4i1/Cox5a/Cox7a2l/Cyc1/Cycs/Ndufa10/Ndufa12/Ndufa9/Ndufab1/Ndufb10/Ndufb11/Ndufb5/Ndufb6/Ndufc2/Ndufs2/Ndufs3/Ndufs8/Ndufv1/Ndufv2/Nupr1/Sdhb/Sdhc/Uqcr11/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrh/Vcp	34	-1	SPF	EC (Saa1 high)
GO:00159861	GO:0015986	proton motive force-driven ATP synthesis	25/445	70/28943	8.15888374810031e-28	5.35358755271182e-25	3.81177323178792e-25	Atp5a1/Atp5b/Atp5c1/Atp5d/Atp5g1/Atp5g2/Atp5g3/Atp5l/Atp5o/Ndufa10/Ndufa12/Ndufa9/Ndufab1/Ndufb10/Ndufb11/Ndufb5/Ndufb6/Ndufc2/Ndufs2/Ndufs3/Ndufs8/Ndufv1/Ndufv2/Sdhb/Sdhc	25	-1	SPF	EC (Saa1 high)
GO:00226131	GO:0022613	ribonucleoprotein complex biogenesis	46/445	418/28943	1.17548607015366e-25	5.78486082274371e-23	4.11884132213053e-23	Eif3a/Eif5/Hsp90aa1/Hsp90ab1/Ncl/Npm1/Nsa2/Ran/Rpl10/Rpl10a/Rpl11/Rpl13a/Rpl14/Rpl23a/Rpl24/Rpl26/Rpl27/Rpl35/Rpl35a/Rpl38/Rpl5/Rpl6/Rpl7/Rpl7a/Rplp0/Rps14/Rps15/Rps16/Rps17/Rps19/Rps2/Rps21/Rps24/Rps25/Rps27/Rps27l/Rps27rt/Rps28/Rps5/Rps6/Rps7/Rps8/Rpsa/Snrpd2/Snrpg/Utp20	46	-1	SPF	EC (Saa1 high)
GO:00091501	GO:0009150	purine ribonucleotide metabolic process	46/445	425/28943	2.39503435648388e-25	7.85770855123088e-23	5.59471622045314e-23	Acly/Acot7/Atp5a1/Atp5b/Atp5c1/Atp5d/Atp5g1/Atp5g2/Atp5g3/Atp5l/Atp5o/Atpif1/Bpgm/Far1/Fasn/Gale/Gda/Hk2/Hmgcs1/Ier3/Ndufa10/Ndufa12/Ndufa9/Ndufab1/Ndufb10/Ndufb11/Ndufb5/Ndufb6/Ndufc2/Ndufs2/Ndufs3/Ndufs8/Ndufv1/Ndufv2/Nme2/Nudt19/Nupr1/Pde9a/Pdha1/Ran/Sdhb/Sdhc/Stat3/Suclg1/Vcp/Zbtb7a	46	-1	SPF	EC (Saa1 high)
GO:00196932	GO:0019693	ribose phosphate metabolic process	47/445	456/28943	5.88159224970593e-25	1.54372191247282e-22	1.09913544989241e-22	Acly/Acot7/Atp5a1/Atp5b/Atp5c1/Atp5d/Atp5g1/Atp5g2/Atp5g3/Atp5l/Atp5o/Atpif1/Bpgm/Far1/Fasn/Gale/Gda/Hk2/Hmgcs1/Ier3/Ndufa10/Ndufa12/Ndufa9/Ndufab1/Ndufb10/Ndufb11/Ndufb5/Ndufb6/Ndufc2/Ndufs2/Ndufs3/Ndufs8/Ndufv1/Ndufv2/Nme2/Nudt19/Nupr1/Pde9a/Pdha1/Ran/Sdhb/Sdhc/Stat3/Suclg1/Tkt/Vcp/Zbtb7a	47	-1	SPF	EC (Saa1 high)
GO:00460343	GO:0046034	ATP metabolic process	34/445	224/28943	8.71753645997267e-24	1.43003921012135e-21	1.01819296460119e-21	Atp5a1/Atp5b/Atp5c1/Atp5d/Atp5g1/Atp5g2/Atp5g3/Atp5l/Atp5o/Atpif1/Bpgm/Gale/Hk2/Ier3/Ndufa10/Ndufa12/Ndufa9/Ndufab1/Ndufb10/Ndufb11/Ndufb5/Ndufb6/Ndufc2/Ndufs2/Ndufs3/Ndufs8/Ndufv1/Ndufv2/Nupr1/Sdhb/Sdhc/Stat3/Vcp/Zbtb7a	34	-1	SPF	EC (Saa1 high)
GO:0042255	GO:0042255	ribosome assembly	18/445	62/28943	1.62758533780396e-18	1.6862640723511e-16	1.20062597079555e-16	Rpl10/Rpl11/Rpl23a/Rpl24/Rpl38/Rpl5/Rpl6/Rplp0/Rps14/Rps15/Rps19/Rps2/Rps25/Rps27/Rps27l/Rps28/Rps5/Rpsa	18	-1	SPF	EC (Saa1 high)
GO:00063642	GO:0006364	rRNA processing	28/445	215/28943	5.56059039676462e-18	5.47301109801558e-16	3.89680321752215e-16	Ncl/Npm1/Nsa2/Rpl10a/Rpl11/Rpl14/Rpl26/Rpl27/Rpl35/Rpl35a/Rpl5/Rpl7/Rpl7a/Rps14/Rps15/Rps16/Rps17/Rps19/Rps21/Rps24/Rps25/Rps27/Rps27rt/Rps28/Rps6/Rps7/Rps8/Utp20	28	-1	SPF	EC (Saa1 high)
GO:00718262	GO:0071826	ribonucleoprotein complex subunit organization	26/445	180/28943	6.38867973223324e-18	6.13469075751275e-16	4.36792147033045e-16	Eif3a/Eif5/Hsp90aa1/Hsp90ab1/Rpl10/Rpl11/Rpl13a/Rpl23a/Rpl24/Rpl38/Rpl5/Rpl6/Rplp0/Rps14/Rps15/Rps19/Rps2/Rps25/Rps27/Rps27l/Rps28/Rps5/Rpsa/Snrpd2/Snrpg/Vcp	26	-1	SPF	EC (Saa1 high)
GO:00226183	GO:0022618	ribonucleoprotein complex assembly	25/445	172/28943	2.39515823544304e-17	2.24517570784268e-15	1.59857302781574e-15	Eif3a/Eif5/Hsp90aa1/Hsp90ab1/Rpl10/Rpl11/Rpl13a/Rpl23a/Rpl24/Rpl38/Rpl5/Rpl6/Rplp0/Rps14/Rps15/Rps19/Rps2/Rps25/Rps27/Rps27l/Rps28/Rps5/Rpsa/Snrpd2/Snrpg	25	-1	SPF	EC (Saa1 high)
GO:00160721	GO:0016072	rRNA metabolic process	29/445	254/28943	5.24313569257968e-17	4.80051749341539e-15	3.41798539763517e-15	Ncl/Npm1/Nsa2/Rpl10a/Rpl11/Rpl14/Rpl26/Rpl27/Rpl35/Rpl35a/Rpl5/Rpl7/Rpl7a/Rps14/Rps15/Rps16/Rps17/Rps19/Rps21/Rps24/Rps25/Rps27/Rps27rt/Rps28/Rps6/Rps7/Rps8/Top1/Utp20	29	-1	SPF	EC (Saa1 high)
GO:00064171	GO:0006417	regulation of translation	31/445	394/28943	1.39088347955992e-13	1.190414838919e-11	8.47579566605963e-12	Bcl3/Btg2/Eef2/Eif3k/Eif4g1/Eif5/Eif5a/Eif5b/Ncl/Npm1/Pabpc1/Ppp1r15a/Rack1/Rbm3/Rpl10/Rpl13a/Rpl22/Rpl26/Rpl38/Rpl5/Rplp1/Rps27l/Rps3/Rps3a1/Rps9/Taco1/Tob1/Ybx1/Zc3h12a/Zfp36/Zfp36l1	31	-1	SPF	EC (Saa1 high)
GO:20001121	GO:2000112	regulation of cellular macromolecule biosynthetic process	34/445	482/28943	2.06919317158787e-13	1.6971694826128e-11	1.20839066139002e-11	Bcl3/Btg2/Dbi/Eef2/Eif3k/Eif4g1/Eif5/Eif5a/Eif5b/Hbegf/Klf4/Ncl/Npm1/Pabpc1/Ppp1r15a/Rack1/Rbm3/Rpl10/Rpl13a/Rpl22/Rpl26/Rpl38/Rpl5/Rplp1/Rps27l/Rps3/Rps3a1/Rps9/Taco1/Tob1/Ybx1/Zc3h12a/Zfp36/Zfp36l1	34	-1	SPF	EC (Saa1 high)
GO:00342481	GO:0034248	regulation of cellular amide metabolic process	31/445	453/28943	5.39236047408631e-12	4.33259656866894e-10	3.08482404779631e-10	Bcl3/Btg2/Eef2/Eif3k/Eif4g1/Eif5/Eif5a/Eif5b/Ncl/Npm1/Pabpc1/Ppp1r15a/Rack1/Rbm3/Rpl10/Rpl13a/Rpl22/Rpl26/Rpl38/Rpl5/Rplp1/Rps27l/Rps3/Rps3a1/Rps9/Taco1/Tob1/Ybx1/Zc3h12a/Zfp36/Zfp36l1	31	-1	SPF	EC (Saa1 high)
GO:00725934	GO:0072593	reactive oxygen species metabolic process	22/445	245/28943	4.05609847929888e-11	3.19377194259993e-09	2.27397689481535e-09	Aldh2/Atp5g1/Atpif1/Cd177/Cyba/Cycs/Dcxr/Duox2/Eef1a1/Eif5a/Gch1/Gpx1/Hk2/Hspd1/Ier3/Ndufc2/Ndufs3/Nos2/Prdx1/Stat3/Vdac1/Zc3h12a	22	-1	SPF	EC (Saa1 high)
GO:01406942	GO:0140694	non-membrane-bounded organelle assembly	27/445	379/28943	5.28761139474366e-11	4.0818286394325e-09	2.90627639715219e-09	Actg1/Csrp2/Hspa1a/Itgb1/Krt19/Krt8/Npm1/Rpl10/Rpl11/Rpl23a/Rpl24/Rpl38/Rpl5/Rpl6/Rplp0/Rps14/Rps15/Rps19/Rps2/Rps23/Rps25/Rps27/Rps27l/Rps28/Rps3/Rps5/Rpsa	27	-1	SPF	EC (Saa1 high)
GO:0010257	GO:0010257	NADH dehydrogenase complex assembly	12/445	58/28943	7.08753571888798e-11	5.26483549533245e-09	3.74858145370381e-09	Ndufa10/Ndufa12/Ndufa9/Ndufab1/Ndufb10/Ndufb11/Ndufb5/Ndufb6/Ndufc2/Ndufs2/Ndufs3/Ndufs8	12	-1	SPF	EC (Saa1 high)
GO:0032981	GO:0032981	mitochondrial respiratory chain complex I assembly	12/445	58/28943	7.08753571888798e-11	5.26483549533245e-09	3.74858145370381e-09	Ndufa10/Ndufa12/Ndufa9/Ndufab1/Ndufb10/Ndufb11/Ndufb5/Ndufb6/Ndufc2/Ndufs2/Ndufs3/Ndufs8	12	-1	SPF	EC (Saa1 high)
GO:00971931	GO:0097193	intrinsic apoptotic signaling pathway	22/445	310/28943	3.54145844457632e-09	2.44609156075385e-07	1.74162582417484e-07	Aldh2/Atp2a3/Bcl3/Cd74/Cycs/Gpx1/Ier3/Ndufs3/Nupr1/P4hb/Perp/Plaur/Ppia/Pycard/Rack1/Rpl11/Rpl26/Rps27l/Rps3/Rps7/Sfn/Tpt1	22	-1	SPF	EC (Saa1 high)
GO:00343416	GO:0034341	response to interferon-gamma	15/445	139/28943	4.30873707761703e-09	2.92474101285832e-07	2.08242592335647e-07	Actg1/Aqp4/Capg/Cd47/Cd74/Cdc42/Flnb/Gch1/H2-Aa/H2-Ab1/H2-Eb1/Irf1/Irf8/Nos2/Rpl13a	15	-1	SPF	EC (Saa1 high)
GO:20003771	GO:2000377	regulation of reactive oxygen species metabolic process	16/445	161/28943	4.39023043178508e-09	2.92954867965049e-07	2.08584899908005e-07	Aldh2/Atp5g1/Cd177/Cyba/Cycs/Dcxr/Eef1a1/Eif5a/Gch1/Hk2/Hspd1/Ier3/Ndufc2/Stat3/Vdac1/Zc3h12a	16	-1	SPF	EC (Saa1 high)
GO:00341011	GO:0034101	erythrocyte homeostasis	16/445	162/28943	4.80357923263493e-09	3.15194857314728e-07	2.24419850815909e-07	Alas1/Atpif1/Bpgm/Hspa9/Klf2/Prdx1/Rps14/Rps17/Rps19/Rps24/Rps6/Slc25a5/Stat3/Zbtb7a/Zfp36/Zfp36l1	16	-1	SPF	EC (Saa1 high)
GO:0030099	GO:0030099	myeloid cell differentiation	25/445	445/28943	3.36307650216814e-08	2.03698956754399e-06	1.45034376117793e-06	Alas1/Atpif1/Bpgm/Car2/Cd74/Fasn/Fos/Gnas/Hspa9/Irf8/Jun/Junb/Klf10/Klf2/Nfkbia/Nme2/Rps14/Rps19/Rps6/Slc25a5/Stat3/Tfrc/Zbtb7a/Zfp36/Zfp36l1	25	-1	SPF	EC (Saa1 high)
GO:00525475	GO:0052547	regulation of peptidase activity	24/445	445/28943	1.35045304848255e-07	7.93542336100865e-06	5.65004943929148e-06	Anxa8/Atp2a3/Cycs/Dhcr24/Gas6/Gpx1/Hspd1/Klf4/Nr4a1/Pebp1/Perp/Plaur/Psmb8/Psmb9/Pycard/Rack1/Rps27l/Rps3/Sfn/Slpi/Spink4/Stat3/Vcp/Wfdc2	24	-1	SPF	EC (Saa1 high)
GO:00098952	GO:0009895	negative regulation of catabolic process	20/445	324/28943	1.80428323862438e-07	1.04462692800944e-05	7.43778059513426e-06	Azin1/Cyp51/Dbi/Eif3h/Eif4g1/Hnrnpab/Hsp90ab1/Ier3/Nos2/Nupr1/Pabpc1/Rpl11/Rpl23/Rpl5/Rps7/Stat3/Tnfaip3/Tob1/Ybx1/Zfp36	20	-1	SPF	EC (Saa1 high)
GO:00507273	GO:0050727	regulation of inflammatory response	21/445	367/28943	3.14287009294364e-07	1.76763993655987e-05	1.25856587330961e-05	Aldh2/Anxa1/Casp4/Cd47/Ctsc/Gpx1/Gpx2/Hspd1/Ier3/Ighg2b/Ldlr/Ndufc2/Nfkbia/Nfkbiz/Nupr1/Pglyrp1/Pycard/Rps19/Socs3/Tnfaip3/Zfp36	21	-1	SPF	EC (Saa1 high)
GO:00086373	GO:0008637	apoptotic mitochondrial changes	12/445	119/28943	3.2397837528733e-07	1.79648290634678e-05	1.27910216959253e-05	Atpif1/Chchd10/Gpx1/Hk2/Hspd1/Ier3/Jun/Lmna/Plaur/Pycard/Sfn/Slc25a5	12	-1	SPF	EC (Saa1 high)
GO:20012331	GO:2001233	regulation of apoptotic signaling pathway	22/445	401/28943	3.37484074990739e-07	1.84238328789804e-05	1.31178340325187e-05	Atf3/Cd74/Ctsc/Gpx1/Ier3/Itga6/Lgals3/Lmna/Ndufs3/Nupr1/P4hb/Plaur/Ppia/Pycard/Rack1/Rpl11/Rpl26/Rps3/Rps7/Slc25a5/Tnfaip3/Tpt1	22	-1	SPF	EC (Saa1 high)
GO:00326751	GO:0032675	regulation of interleukin-6 production	14/445	167/28943	3.41615392472839e-07	1.84238328789804e-05	1.31178340325187e-05	Aqp4/Cd47/Cd74/Cyba/Gas6/Hspd1/Klf2/Mapk13/Ncl/Nos2/Pycard/Stat3/Tnfaip3/Zc3h12a	14	-1	SPF	EC (Saa1 high)
GO:00300984	GO:0030098	lymphocyte differentiation	24/445	471/28943	3.7894320696736e-07	1.96302553398749e-05	1.39768110824665e-05	Actb/Anxa1/Bcl3/Cd74/Egr1/Gadd45g/Gas6/H2-Aa/H2-Ab1/Hsp90aa1/Igkc/Irf1/Irf8/Nfkbiz/Pglyrp1/Psap/Rpl22/Rps6/Slc25a5/Stat3/Tnfaip3/Zbtb7a/Zc3h12a/Zfp36l1	24	-1	SPF	EC (Saa1 high)
GO:0002285	GO:0002285	lymphocyte activation involved in immune response	16/445	222/28943	3.96567935414615e-07	2.027646703542e-05	1.44369160903502e-05	Anxa1/Bcl3/Cd74/Gadd45g/Hspd1/Irf1/Irf8/Lgals3/Nfkbiz/Parp3/Pglyrp1/Rps6/Stat3/Tfrc/Tnfaip3/Zc3h12a	16	-1	SPF	EC (Saa1 high)
GO:0043433	GO:0043433	negative regulation of DNA-binding transcription factor activity	14/445	170/28943	4.24691388763691e-07	2.11646835134513e-05	1.50693293574645e-05	Bcl3/Gas6/Id1/Id3/Klf4/Nfkbia/Nupr1/Pim1/Pycard/Rpl11/Sri/Tax1bp1/Tnfaip3/Zc3h12a	14	-1	SPF	EC (Saa1 high)
GO:00069795	GO:0006979	response to oxidative stress	22/445	407/28943	4.33797110320894e-07	2.1348240291667e-05	1.52000224313755e-05	Aldh2/Anxa1/Cd38/Fos/Gch1/Gpx1/Gpx2/Jun/Mapk13/Mgst1/Ndufa12/Ndufs2/Ndufs8/P4hb/Ppia/Prdx1/Psap/Rack1/Rps3/Tnfaip3/Ucp2/Zc3h12a	22	-1	SPF	EC (Saa1 high)
GO:00326351	GO:0032635	interleukin-6 production	14/445	176/28943	6.47252781919167e-07	3.07016168965754e-05	2.18596595846638e-05	Aqp4/Cd47/Cd74/Cyba/Gas6/Hspd1/Klf2/Mapk13/Ncl/Nos2/Pycard/Stat3/Tnfaip3/Zc3h12a	14	-1	SPF	EC (Saa1 high)
GO:00197304	GO:0019730	antimicrobial humoral response	14/445	177/28943	6.93135442652656e-07	3.21044027967472e-05	2.28584480963966e-05	Bcl3/Ccl28/Dmbt1/Fau/Ighg2c/Jchain/Lgals3/Lgals4/Pglyrp1/Rpl30/Rpl39/Rps19/Slpi/Wfdc2	14	-1	SPF	EC (Saa1 high)
GO:0016032	GO:0016032	viral process	20/445	355/28943	7.65270672415653e-07	3.50028763157803e-05	2.49221714714444e-05	Banf1/Cd74/Cdc42/Ceacam2/Eea1/Eif3a/Eif3f/Gas6/Hsp90ab1/Jun/Ly6e/P4hb/Pabpc1/Pcbp1/Ppia/Ptbp1/Slpi/Vcp/Zc3h12a/Zfp36	20	-1	SPF	EC (Saa1 high)
GO:00313302	GO:0031330	negative regulation of cellular catabolic process	16/445	236/28943	8.9713607985551e-07	4.01366448453539e-05	2.85774327829572e-05	Dbi/Eif3h/Eif4g1/Hnrnpab/Hsp90ab1/Nupr1/Pabpc1/Rpl11/Rpl23/Rpl5/Rps7/Stat3/Tnfaip3/Tob1/Ybx1/Zfp36	16	-1	SPF	EC (Saa1 high)
GO:19037061	GO:1903706	regulation of hemopoiesis	22/445	435/28943	1.31282702658386e-06	5.49851064219219e-05	3.91495898297069e-05	Actb/Anxa1/Car2/Cd74/Fos/Gas6/Gnas/H2-Aa/Hsp90aa1/Hspa9/Irf1/Jun/Klf10/Nfkbia/Nfkbiz/Nme2/Pglyrp1/Stat3/Zbtb7a/Zc3h12a/Zfp36/Zfp36l1	22	-1	SPF	EC (Saa1 high)
GO:0051084	GO:0051084	'de novo' post-translational protein folding	7/445	37/28943	1.33918273270634e-06	5.54985517754196e-05	3.95151647334846e-05	Cct2/Cd74/Dnajb1/Hspa1a/Hspa5/Hspa9/Hspe1	7	-1	SPF	EC (Saa1 high)
GO:00071596	GO:0007159	leukocyte cell-cell adhesion	21/445	411/28943	1.9443665446385e-06	7.73229402650682e-05	5.50542063622787e-05	Actb/Anxa1/Ccl28/Cd177/Cd47/Cd74/H2-Aa/H2-Ab1/H2-Eb1/Hsp90aa1/Hspd1/Irf1/Itgb1/Klf4/Lgals3/Lrg1/Nfkbiz/Pycard/Rps3/Tfrc/Zc3h12a	21	-1	SPF	EC (Saa1 high)
GO:19033202	GO:1903320	regulation of protein modification by small protein conjugation or removal	16/445	252/28943	2.11953669772869e-06	8.34461597895785e-05	5.94139602742263e-05	Egr1/Hsp90aa1/Hsp90ab1/Hspa5/Npm1/Ppia/Rpl11/Rpl23/Rpl5/Rps2/Rps3/Rps7/Sqstm1/Tnfaip3/Vcp/Zc3h12a	16	-1	SPF	EC (Saa1 high)
GO:0035304	GO:0035304	regulation of protein dephosphorylation	10/445	96/28943	2.31687810252891e-06	9.031236722432e-05	6.43027242004637e-05	Calm1/Calm2/Hsp90ab1/Ppia/Ppp1r15a/Ppp1r1b/Ppp6r1/Ptbp1/Ywhab/Ywhae	10	-1	SPF	EC (Saa1 high)
GO:00224072	GO:0022407	regulation of cell-cell adhesion	23/445	497/28943	3.3692178997162e-06	0.000128782629817308	9.16936869386229e-05	Actb/Anxa1/Ccl28/Cd47/Cd74/Ceacam2/H2-Aa/H2-Ab1/H2-Eb1/Hsp90aa1/Hspd1/Il1rn/Irf1/Itga6/Klf4/Lgals3/Nfkbiz/Plaur/Pycard/Rps3/Tfrc/Tnfaip3/Zc3h12a	23	-1	SPF	EC (Saa1 high)
GO:0009062	GO:0009062	fatty acid catabolic process	10/445	103/28943	4.40420181227598e-06	0.000163578703159722	0.000116468613963167	Abcd3/Acadl/Acads/Acot7/Cpt1a/Dbi/Etfa/Etfb/Hadha/Nudt19	10	-1	SPF	EC (Saa1 high)
